Iteration 1159, Abs net weight: 0.12032938748598099
Iteration 1160, Abs net weight: 0.12037565559148788
Iteration 1161, Abs net weight: 0.1204286441206932
Iteration 1162, Abs net weight: 0.12046649307012558
Iteration 1163, Abs net weight: 0.12050645053386688
Iteration 1164, Abs net weight: 0.12056446075439453
Iteration 1165, Abs net weight: 0.12062636017799377
Iteration 1166, Abs net weight: 0.12068482488393784
Iteration 1167, Abs net weight: 0.12078065425157547
Iteration 1168, Abs net weight: 0.12087482959032059
Iteration 1169, Abs net weight: 0.12096595764160156
Iteration 1170, Abs net weight: 0.12100609391927719
Iteration 1171, Abs net weight: 0.12106169015169144
Iteration 1172, Abs net weight: 0.12115426361560822
Iteration 1173, Abs net weight: 0.12119428813457489
Iteration 1174, Abs net weight: 0.12124629318714142
Iteration 1175, Abs net weight: 0.12130749970674515
Iteration 1176, Abs net weight: 0.12140007317066193
Iteration 1177, Abs net weight: 0.12146881967782974
Iteration 1178, Abs net weight: 0.12152291089296341
Iteration 1179, Abs net weight: 0.12157679349184036
Iteration 1180, Abs net weight: 0.12163278460502625
Iteration 1181, Abs net weight: 0.12168526649475098
Iteration 1182, Abs net weight: 0.12173633277416229
Iteration 1183, Abs net weight: 0.12178071588277817
Iteration 1184, Abs net weight: 0.1218453124165535
Iteration 1185, Abs net weight: 0.1219029650092125
Iteration 1186, Abs net weight: 0.12198808044195175
Iteration 1187, Abs net weight: 0.12206201255321503
Iteration 1188, Abs net weight: 0.12213170528411865
Iteration 1189, Abs net weight: 0.12218255549669266
Iteration 1190, Abs net weight: 0.12225442379713058
Iteration 1191, Abs net weight: 0.12232104688882828
Iteration 1192, Abs net weight: 0.12243301421403885
Iteration 1193, Abs net weight: 0.12252245843410492
Iteration 1194, Abs net weight: 0.12257944792509079
Iteration 1195, Abs net weight: 0.12264048308134079
Iteration 1196, Abs net weight: 0.12272312492132187
Iteration 1197, Abs net weight: 0.12276409566402435
Iteration 1198, Abs net weight: 0.12282498180866241
Iteration 1199, Abs net weight: 0.12290528416633606
Iteration 1200, Abs net weight: 0.12298835813999176
Iteration 1201, Abs net weight: 0.12305838614702225
Iteration 1202, Abs net weight: 0.12312701344490051
Iteration 1203, Abs net weight: 0.12319834530353546
Iteration 1204, Abs net weight: 0.12323732674121857
Iteration 1205, Abs net weight: 0.12327895313501358
Iteration 1206, Abs net weight: 0.1233479380607605
Iteration 1207, Abs net weight: 0.12339724600315094
Iteration 1208, Abs net weight: 0.1234443336725235
Iteration 1209, Abs net weight: 0.12350761145353317
Iteration 1210, Abs net weight: 0.12356522679328918
Iteration 1211, Abs net weight: 0.12365663796663284
Iteration 1212, Abs net weight: 0.1237160786986351
Iteration 1213, Abs net weight: 0.12376265227794647
Iteration 1214, Abs net weight: 0.12381569296121597
Iteration 1215, Abs net weight: 0.12386447191238403
Iteration 1216, Abs net weight: 0.12392544746398926
Iteration 1217, Abs net weight: 0.12395863980054855
Iteration 1218, Abs net weight: 0.12404573708772659
Iteration 1219, Abs net weight: 0.12411028891801834
Iteration 1220, Abs net weight: 0.12414956092834473
Iteration 1221, Abs net weight: 0.12421222776174545
Iteration 1222, Abs net weight: 0.12426966428756714
Iteration 1223, Abs net weight: 0.12432598322629929
Iteration 1224, Abs net weight: 0.12437704205513
Iteration 1225, Abs net weight: 0.124417245388031
Iteration 1226, Abs net weight: 0.12447656691074371
Iteration 1227, Abs net weight: 0.12455889582633972
Iteration 1228, Abs net weight: 0.12460126727819443
Iteration 1229, Abs net weight: 0.12464799731969833
Iteration 1230, Abs net weight: 0.12470632791519165
Iteration 1231, Abs net weight: 0.12478718161582947
Iteration 1232, Abs net weight: 0.12482123076915741
Iteration 1233, Abs net weight: 0.12488902360200882
Iteration 1234, Abs net weight: 0.12494812160730362
Iteration 1235, Abs net weight: 0.12499304115772247
Iteration 1236, Abs net weight: 0.12505106627941132
Iteration 1237, Abs net weight: 0.12510795891284943
Iteration 1238, Abs net weight: 0.12516243755817413
Iteration 1239, Abs net weight: 0.1252344846725464
Iteration 1240, Abs net weight: 0.12530675530433655
Iteration 1241, Abs net weight: 0.12535430490970612
Iteration 1242, Abs net weight: 0.12540625035762787
Iteration 1243, Abs net weight: 0.12545669078826904
Iteration 1244, Abs net weight: 0.12551593780517578
Iteration 1245, Abs net weight: 0.12555944919586182
Iteration 1246, Abs net weight: 0.12563231587409973
Iteration 1247, Abs net weight: 0.1256924867630005
Iteration 1248, Abs net weight: 0.1257459819316864
Iteration 1249, Abs net weight: 0.12578989565372467
Iteration 1250, Abs net weight: 0.125844806432724
Iteration 1251, Abs net weight: 0.1259227693080902
Iteration 1252, Abs net weight: 0.12596778571605682
Iteration 1253, Abs net weight: 0.12600944936275482
Iteration 1254, Abs net weight: 0.12606115639209747
Iteration 1255, Abs net weight: 0.12610839307308197
Iteration 1256, Abs net weight: 0.12614265084266663
Iteration 1257, Abs net weight: 0.12618984282016754
Iteration 1258, Abs net weight: 0.12624643743038177
Iteration 1259, Abs net weight: 0.12629809975624084
Iteration 1260, Abs net weight: 0.12635155022144318
Iteration 1261, Abs net weight: 0.1264035701751709
Iteration 1262, Abs net weight: 0.1264587938785553
Iteration 1263, Abs net weight: 0.12650132179260254
Iteration 1264, Abs net weight: 0.12655873596668243
Iteration 1265, Abs net weight: 0.12658098340034485
Iteration 1266, Abs net weight: 0.1266348659992218
Iteration 1267, Abs net weight: 0.1267007440328598
Iteration 1268, Abs net weight: 0.12677428126335144
Iteration 1269, Abs net weight: 0.12683789432048798
Iteration 1270, Abs net weight: 0.12690138816833496
Iteration 1271, Abs net weight: 0.1269916445016861
Iteration 1272, Abs net weight: 0.1270584762096405
Iteration 1273, Abs net weight: 0.12711495161056519
Iteration 1274, Abs net weight: 0.12714438140392303
Iteration 1275, Abs net weight: 0.1271958351135254
Iteration 1276, Abs net weight: 0.1272447407245636
Iteration 1277, Abs net weight: 0.1272999346256256
Iteration 1278, Abs net weight: 0.12735819816589355
Iteration 1279, Abs net weight: 0.1274183988571167
Iteration 1280, Abs net weight: 0.1274905502796173
Iteration 1281, Abs net weight: 0.12754011154174805
Iteration 1282, Abs net weight: 0.12759198248386383
Iteration 1283, Abs net weight: 0.12763480842113495
Iteration 1284, Abs net weight: 0.12768536806106567
Iteration 1285, Abs net weight: 0.12773536145687103
Iteration 1286, Abs net weight: 0.12779267132282257
Iteration 1287, Abs net weight: 0.12784861028194427
Iteration 1288, Abs net weight: 0.12790802121162415
Iteration 1289, Abs net weight: 0.12796650826931
Iteration 1290, Abs net weight: 0.1280306726694107
Iteration 1291, Abs net weight: 0.12808537483215332
Iteration 1292, Abs net weight: 0.12815524637699127
Iteration 1293, Abs net weight: 0.12821538746356964
Iteration 1294, Abs net weight: 0.12826427817344666
Iteration 1295, Abs net weight: 0.12832726538181305
Iteration 1296, Abs net weight: 0.12838231027126312
Iteration 1297, Abs net weight: 0.12844660878181458
Iteration 1298, Abs net weight: 0.12849920988082886
Iteration 1299, Abs net weight: 0.128557950258255
Iteration 1300, Abs net weight: 0.12862025201320648
Iteration 1301, Abs net weight: 0.1286943107843399
Iteration 1302, Abs net weight: 0.1287538856267929
Iteration 1303, Abs net weight: 0.12883557379245758
Iteration 1304, Abs net weight: 0.12887784838676453
Iteration 1305, Abs net weight: 0.1289372593164444
Iteration 1306, Abs net weight: 0.12898904085159302
Iteration 1307, Abs net weight: 0.12904751300811768
Iteration 1308, Abs net weight: 0.12910246849060059
Iteration 1309, Abs net weight: 0.129169300198555
Iteration 1310, Abs net weight: 0.12920397520065308
Iteration 1311, Abs net weight: 0.12924109399318695
Iteration 1312, Abs net weight: 0.1292886883020401
Iteration 1313, Abs net weight: 0.12933261692523956
Iteration 1314, Abs net weight: 0.12938150763511658
Iteration 1315, Abs net weight: 0.1294543445110321
Iteration 1316, Abs net weight: 0.12950672209262848
Iteration 1317, Abs net weight: 0.1295560747385025
Iteration 1318, Abs net weight: 0.12962210178375244
Iteration 1319, Abs net weight: 0.12967605888843536
Iteration 1320, Abs net weight: 0.12971578538417816
Iteration 1321, Abs net weight: 0.1297559142112732
Iteration 1322, Abs net weight: 0.12979760766029358
Iteration 1323, Abs net weight: 0.12984053790569305
Iteration 1324, Abs net weight: 0.12988729774951935
Iteration 1325, Abs net weight: 0.12993399798870087
Iteration 1326, Abs net weight: 0.1300060749053955
Iteration 1327, Abs net weight: 0.13004709780216217
Iteration 1328, Abs net weight: 0.13010354340076447
Iteration 1329, Abs net weight: 0.130158931016922
Iteration 1330, Abs net weight: 0.13023045659065247
Iteration 1331, Abs net weight: 0.1302916705608368
Iteration 1332, Abs net weight: 0.13032841682434082
Iteration 1333, Abs net weight: 0.13040724396705627
Iteration 1334, Abs net weight: 0.13046474754810333
Iteration 1335, Abs net weight: 0.1305083930492401
Iteration 1336, Abs net weight: 0.13055454194545746
Iteration 1337, Abs net weight: 0.1306217461824417
Iteration 1338, Abs net weight: 0.1306968480348587
Iteration 1339, Abs net weight: 0.13075710833072662
Iteration 1340, Abs net weight: 0.130830779671669
Iteration 1341, Abs net weight: 0.13089217245578766
Iteration 1342, Abs net weight: 0.13095644116401672
Iteration 1343, Abs net weight: 0.1310102343559265
Iteration 1344, Abs net weight: 0.1310519129037857
Iteration 1345, Abs net weight: 0.1311025470495224
Iteration 1346, Abs net weight: 0.13117195665836334
Iteration 1347, Abs net weight: 0.13120658695697784
Iteration 1348, Abs net weight: 0.13126975297927856
Iteration 1349, Abs net weight: 0.13130979239940643
Iteration 1350, Abs net weight: 0.1313600391149521
Iteration 1351, Abs net weight: 0.13141238689422607
Iteration 1352, Abs net weight: 0.1314709335565567
Iteration 1353, Abs net weight: 0.1315378099679947
Iteration 1354, Abs net weight: 0.13161227107048035
Iteration 1355, Abs net weight: 0.13166627287864685
Iteration 1356, Abs net weight: 0.13171881437301636
Iteration 1357, Abs net weight: 0.13177497684955597
Iteration 1358, Abs net weight: 0.13182589411735535
Iteration 1359, Abs net weight: 0.1318981945514679
Iteration 1360, Abs net weight: 0.13195431232452393
Iteration 1361, Abs net weight: 0.13200822472572327
Iteration 1362, Abs net weight: 0.13206623494625092
Iteration 1363, Abs net weight: 0.13211533427238464
Iteration 1364, Abs net weight: 0.13215447962284088
Iteration 1365, Abs net weight: 0.13221292197704315
Iteration 1366, Abs net weight: 0.13227999210357666
Iteration 1367, Abs net weight: 0.13233228027820587
Iteration 1368, Abs net weight: 0.13236580789089203
Iteration 1369, Abs net weight: 0.13242119550704956
Iteration 1370, Abs net weight: 0.13248024880886078
Iteration 1371, Abs net weight: 0.13255271315574646
Iteration 1372, Abs net weight: 0.1326248198747635
Iteration 1373, Abs net weight: 0.13266901671886444
Iteration 1374, Abs net weight: 0.13271696865558624
Iteration 1375, Abs net weight: 0.13277031481266022
Iteration 1376, Abs net weight: 0.13280484080314636
Iteration 1377, Abs net weight: 0.13286976516246796
Iteration 1378, Abs net weight: 0.13291336596012115
Iteration 1379, Abs net weight: 0.13294589519500732
Iteration 1380, Abs net weight: 0.13298936188220978
Iteration 1381, Abs net weight: 0.13305865228176117
Iteration 1382, Abs net weight: 0.1331026405096054
Iteration 1383, Abs net weight: 0.13315120339393616
Iteration 1384, Abs net weight: 0.13319824635982513
Iteration 1385, Abs net weight: 0.1332426518201828
Iteration 1386, Abs net weight: 0.13331149518489838
Iteration 1387, Abs net weight: 0.13338012993335724
Iteration 1388, Abs net weight: 0.13345927000045776
Iteration 1389, Abs net weight: 0.13353924453258514
Iteration 1390, Abs net weight: 0.13359294831752777
Iteration 1391, Abs net weight: 0.13364240527153015
Iteration 1392, Abs net weight: 0.1336991935968399
Iteration 1393, Abs net weight: 0.13376206159591675
Iteration 1394, Abs net weight: 0.13381463289260864
Iteration 1395, Abs net weight: 0.13386164605617523
Iteration 1396, Abs net weight: 0.13391925394535065
Iteration 1397, Abs net weight: 0.1339598447084427
Iteration 1398, Abs net weight: 0.13401095569133759
Iteration 1399, Abs net weight: 0.13408151268959045
Iteration 1400, Abs net weight: 0.1341349184513092
Iteration 1401, Abs net weight: 0.13418173789978027
Iteration 1402, Abs net weight: 0.13421905040740967
Iteration 1403, Abs net weight: 0.13425405323505402
Iteration 1404, Abs net weight: 0.13429352641105652
Iteration 1405, Abs net weight: 0.13434267044067383
Iteration 1406, Abs net weight: 0.13441507518291473
Iteration 1407, Abs net weight: 0.1345016062259674
Iteration 1408, Abs net weight: 0.13454647362232208
Iteration 1409, Abs net weight: 0.134585902094841
Iteration 1410, Abs net weight: 0.13466142117977142
Iteration 1411, Abs net weight: 0.1347070336341858
Iteration 1412, Abs net weight: 0.13475532829761505
Iteration 1413, Abs net weight: 0.13479596376419067
Iteration 1414, Abs net weight: 0.13484667241573334
Iteration 1415, Abs net weight: 0.13489298522472382
Iteration 1416, Abs net weight: 0.13493786752223969
Iteration 1417, Abs net weight: 0.1349812000989914
Iteration 1418, Abs net weight: 0.1350366175174713
Iteration 1419, Abs net weight: 0.13510194420814514
Iteration 1420, Abs net weight: 0.13514092564582825
Iteration 1421, Abs net weight: 0.1351751685142517
Iteration 1422, Abs net weight: 0.1352270096540451
Iteration 1423, Abs net weight: 0.13528235256671906
Iteration 1424, Abs net weight: 0.1353391855955124
Iteration 1425, Abs net weight: 0.13539613783359528
Iteration 1426, Abs net weight: 0.1354437917470932
Iteration 1427, Abs net weight: 0.1355057805776596
Iteration 1428, Abs net weight: 0.13555383682250977
Iteration 1429, Abs net weight: 0.1356024146080017
Iteration 1430, Abs net weight: 0.13565586507320404
Iteration 1431, Abs net weight: 0.13572204113006592
Iteration 1432, Abs net weight: 0.13575764000415802
Iteration 1433, Abs net weight: 0.1358104795217514
Iteration 1434, Abs net weight: 0.1358654946088791
Iteration 1435, Abs net weight: 0.13592997193336487
Iteration 1436, Abs net weight: 0.13598468899726868
Iteration 1437, Abs net weight: 0.13603368401527405
Iteration 1438, Abs net weight: 0.1360776275396347
Iteration 1439, Abs net weight: 0.1361292600631714
Iteration 1440, Abs net weight: 0.13620248436927795
Iteration 1441, Abs net weight: 0.1362549215555191
Iteration 1442, Abs net weight: 0.13629713654518127
Iteration 1443, Abs net weight: 0.13634181022644043
Iteration 1444, Abs net weight: 0.1363905668258667
Iteration 1445, Abs net weight: 0.13643883168697357
Iteration 1446, Abs net weight: 0.13647513091564178
Iteration 1447, Abs net weight: 0.1365257352590561
Iteration 1448, Abs net weight: 0.13658161461353302
Iteration 1449, Abs net weight: 0.13662679493427277
Iteration 1450, Abs net weight: 0.1367044746875763
Iteration 1451, Abs net weight: 0.1367623656988144
Iteration 1452, Abs net weight: 0.13680784404277802
Iteration 1453, Abs net weight: 0.13685326278209686
Iteration 1454, Abs net weight: 0.1368951052427292
Iteration 1455, Abs net weight: 0.1369427889585495
Iteration 1456, Abs net weight: 0.13697978854179382
Iteration 1457, Abs net weight: 0.13701872527599335
Iteration 1458, Abs net weight: 0.13708153367042542
Iteration 1459, Abs net weight: 0.13713045418262482
Iteration 1460, Abs net weight: 0.13717909157276154
Iteration 1461, Abs net weight: 0.13722848892211914
Iteration 1462, Abs net weight: 0.13727815449237823
Iteration 1463, Abs net weight: 0.13734190165996552
Iteration 1464, Abs net weight: 0.13739611208438873
Iteration 1465, Abs net weight: 0.1374368816614151
Iteration 1466, Abs net weight: 0.1374894678592682
Iteration 1467, Abs net weight: 0.13756157457828522
Iteration 1468, Abs net weight: 0.13762229681015015
Iteration 1469, Abs net weight: 0.13767966628074646
Iteration 1470, Abs net weight: 0.1377096325159073
Iteration 1471, Abs net weight: 0.13774637877941132
Iteration 1472, Abs net weight: 0.13777627050876617
Iteration 1473, Abs net weight: 0.13780935108661652
Iteration 1474, Abs net weight: 0.13785822689533234
Iteration 1475, Abs net weight: 0.13790641725063324
Iteration 1476, Abs net weight: 0.1379578858613968
Iteration 1477, Abs net weight: 0.13799791038036346
Iteration 1478, Abs net weight: 0.1380344033241272
Iteration 1479, Abs net weight: 0.13809725642204285
Iteration 1480, Abs net weight: 0.13813011348247528
Iteration 1481, Abs net weight: 0.13816551864147186
Iteration 1482, Abs net weight: 0.1382148712873459
Iteration 1483, Abs net weight: 0.1382504254579544
Iteration 1484, Abs net weight: 0.13832959532737732
Iteration 1485, Abs net weight: 0.13837458193302155
Iteration 1486, Abs net weight: 0.13843026757240295
Iteration 1487, Abs net weight: 0.13846293091773987
Iteration 1488, Abs net weight: 0.13850809633731842
Iteration 1489, Abs net weight: 0.13855724036693573
Iteration 1490, Abs net weight: 0.13860924541950226
Iteration 1491, Abs net weight: 0.13866257667541504
Iteration 1492, Abs net weight: 0.13872243463993073
Iteration 1493, Abs net weight: 0.13877712190151215
Iteration 1494, Abs net weight: 0.13882134854793549
Iteration 1495, Abs net weight: 0.13886457681655884
Iteration 1496, Abs net weight: 0.13891969621181488
Iteration 1497, Abs net weight: 0.13899363577365875
Iteration 1498, Abs net weight: 0.13902147114276886
Iteration 1499, Abs net weight: 0.13905686140060425
Iteration 1500, Abs net weight: 0.13910092413425446
Iteration 1501, Abs net weight: 0.1391344517469406
Iteration 1502, Abs net weight: 0.13917653262615204
Iteration 1503, Abs net weight: 0.13922259211540222
Iteration 1504, Abs net weight: 0.13927163183689117
Iteration 1505, Abs net weight: 0.13931140303611755
Iteration 1506, Abs net weight: 0.13935665786266327
Iteration 1507, Abs net weight: 0.13941287994384766
Iteration 1508, Abs net weight: 0.13947205245494843
Iteration 1509, Abs net weight: 0.139521986246109
Iteration 1510, Abs net weight: 0.13957291841506958
Iteration 1511, Abs net weight: 0.13960756361484528
Iteration 1512, Abs net weight: 0.13965348899364471
Iteration 1513, Abs net weight: 0.13968704640865326
Iteration 1514, Abs net weight: 0.13972243666648865
Iteration 1515, Abs net weight: 0.139760360121727
Iteration 1516, Abs net weight: 0.13980908691883087
Iteration 1517, Abs net weight: 0.1398748904466629
Iteration 1518, Abs net weight: 0.139910027384758
Iteration 1519, Abs net weight: 0.13995245099067688
Iteration 1520, Abs net weight: 0.1400049477815628
Iteration 1521, Abs net weight: 0.14006482064723969
Iteration 1522, Abs net weight: 0.1401306539773941
Iteration 1523, Abs net weight: 0.14019961655139923
Iteration 1524, Abs net weight: 0.1402568370103836
Iteration 1525, Abs net weight: 0.14029259979724884
Iteration 1526, Abs net weight: 0.14034782350063324
Iteration 1527, Abs net weight: 0.1403980702161789
Iteration 1528, Abs net weight: 0.14045880734920502
Iteration 1529, Abs net weight: 0.14050517976284027
Iteration 1530, Abs net weight: 0.14057756960391998
Iteration 1531, Abs net weight: 0.1406218558549881
Iteration 1532, Abs net weight: 0.14067485928535461
Iteration 1533, Abs net weight: 0.14073063433170319
Iteration 1534, Abs net weight: 0.14076001942157745
Iteration 1535, Abs net weight: 0.1407952755689621
Iteration 1536, Abs net weight: 0.1408587396144867
Iteration 1537, Abs net weight: 0.14090093970298767
Iteration 1538, Abs net weight: 0.14096489548683167
Iteration 1539, Abs net weight: 0.14101652801036835
Iteration 1540, Abs net weight: 0.14106187224388123
Iteration 1541, Abs net weight: 0.14113451540470123
Iteration 1542, Abs net weight: 0.141191303730011
Iteration 1543, Abs net weight: 0.14123348891735077
Iteration 1544, Abs net weight: 0.14128302037715912
Iteration 1545, Abs net weight: 0.14133447408676147
Iteration 1546, Abs net weight: 0.14138613641262054
Iteration 1547, Abs net weight: 0.14143231511116028
Iteration 1548, Abs net weight: 0.1414753794670105
Iteration 1549, Abs net weight: 0.14151324331760406
Iteration 1550, Abs net weight: 0.14156310260295868
Iteration 1551, Abs net weight: 0.1416158378124237
Iteration 1552, Abs net weight: 0.1416475474834442
Iteration 1553, Abs net weight: 0.1417202651500702
Iteration 1554, Abs net weight: 0.14179657399654388
Iteration 1555, Abs net weight: 0.1418619006872177
Iteration 1556, Abs net weight: 0.1419163942337036
Iteration 1557, Abs net weight: 0.1419914811849594
Iteration 1558, Abs net weight: 0.14206208288669586
Iteration 1559, Abs net weight: 0.14212599396705627
Iteration 1560, Abs net weight: 0.14218944311141968
Iteration 1561, Abs net weight: 0.1422615647315979
Iteration 1562, Abs net weight: 0.14234022796154022
Iteration 1563, Abs net weight: 0.14240601658821106
Iteration 1564, Abs net weight: 0.14246951043605804
Iteration 1565, Abs net weight: 0.14252977073192596
Iteration 1566, Abs net weight: 0.14257487654685974
Iteration 1567, Abs net weight: 0.14263707399368286
Iteration 1568, Abs net weight: 0.1426827311515808
Iteration 1569, Abs net weight: 0.1427316963672638
Iteration 1570, Abs net weight: 0.14278385043144226
Iteration 1571, Abs net weight: 0.14283840358257294
Iteration 1572, Abs net weight: 0.1428949236869812
Iteration 1573, Abs net weight: 0.14294427633285522
Iteration 1574, Abs net weight: 0.14298713207244873
Iteration 1575, Abs net weight: 0.14302434027194977
Iteration 1576, Abs net weight: 0.14306201040744781
Iteration 1577, Abs net weight: 0.14311736822128296
Iteration 1578, Abs net weight: 0.1431533694267273
Iteration 1579, Abs net weight: 0.14319142699241638
Iteration 1580, Abs net weight: 0.1432463377714157
Iteration 1581, Abs net weight: 0.14329835772514343
Iteration 1582, Abs net weight: 0.14334239065647125
Iteration 1583, Abs net weight: 0.1433812975883484
Iteration 1584, Abs net weight: 0.14341995120048523
Iteration 1585, Abs net weight: 0.1434600055217743
Iteration 1586, Abs net weight: 0.14351721107959747
Iteration 1587, Abs net weight: 0.14357179403305054
Iteration 1588, Abs net weight: 0.1436370611190796
Iteration 1589, Abs net weight: 0.14370237290859222
Iteration 1590, Abs net weight: 0.1437300145626068
Iteration 1591, Abs net weight: 0.14376938343048096
Iteration 1592, Abs net weight: 0.14384877681732178
Iteration 1593, Abs net weight: 0.1439017355442047
Iteration 1594, Abs net weight: 0.1439659744501114
Iteration 1595, Abs net weight: 0.14401854574680328
Iteration 1596, Abs net weight: 0.1440832018852234
Iteration 1597, Abs net weight: 0.14412125945091248
Iteration 1598, Abs net weight: 0.14416424930095673
Iteration 1599, Abs net weight: 0.1442084014415741
Iteration 1600, Abs net weight: 0.14424261450767517
Iteration 1601, Abs net weight: 0.144292414188385
Iteration 1602, Abs net weight: 0.1443401426076889
Iteration 1603, Abs net weight: 0.14440695941448212
Iteration 1604, Abs net weight: 0.1444336175918579
Iteration 1605, Abs net weight: 0.14446723461151123
Iteration 1606, Abs net weight: 0.14451417326927185
Iteration 1607, Abs net weight: 0.14456413686275482
Iteration 1608, Abs net weight: 0.1446024477481842
Iteration 1609, Abs net weight: 0.1446523517370224
Iteration 1610, Abs net weight: 0.1446947306394577
Iteration 1611, Abs net weight: 0.1447543054819107
Iteration 1612, Abs net weight: 0.14480139315128326
Iteration 1613, Abs net weight: 0.14485660195350647
Iteration 1614, Abs net weight: 0.14487923681735992
Iteration 1615, Abs net weight: 0.14492416381835938
Iteration 1616, Abs net weight: 0.14496435225009918
Iteration 1617, Abs net weight: 0.1450183093547821
Iteration 1618, Abs net weight: 0.14506979286670685
Iteration 1619, Abs net weight: 0.14511151611804962
Iteration 1620, Abs net weight: 0.1451510190963745
Iteration 1621, Abs net weight: 0.14518824219703674
Iteration 1622, Abs net weight: 0.14521245658397675
Iteration 1623, Abs net weight: 0.14527469873428345
Iteration 1624, Abs net weight: 0.1453208029270172
Iteration 1625, Abs net weight: 0.14535696804523468
Iteration 1626, Abs net weight: 0.14539910852909088
Iteration 1627, Abs net weight: 0.1454348862171173
Iteration 1628, Abs net weight: 0.14546343684196472
Iteration 1629, Abs net weight: 0.14550673961639404
Iteration 1630, Abs net weight: 0.14554540812969208
Iteration 1631, Abs net weight: 0.14559796452522278
Iteration 1632, Abs net weight: 0.14565497636795044
Iteration 1633, Abs net weight: 0.14572027325630188
Iteration 1634, Abs net weight: 0.14576107263565063
Iteration 1635, Abs net weight: 0.14582133293151855
Iteration 1636, Abs net weight: 0.1458686739206314
Iteration 1637, Abs net weight: 0.14591331779956818
Iteration 1638, Abs net weight: 0.14596009254455566
Iteration 1639, Abs net weight: 0.14599080383777618
Iteration 1640, Abs net weight: 0.1460570991039276
Iteration 1641, Abs net weight: 0.14610713720321655
Iteration 1642, Abs net weight: 0.14613322913646698
Iteration 1643, Abs net weight: 0.14617741107940674
Iteration 1644, Abs net weight: 0.14622513949871063
Iteration 1645, Abs net weight: 0.14627768099308014
Iteration 1646, Abs net weight: 0.14633145928382874
Iteration 1647, Abs net weight: 0.14639057219028473
Iteration 1648, Abs net weight: 0.1464335322380066
Iteration 1649, Abs net weight: 0.14650489389896393
Iteration 1650, Abs net weight: 0.14656931161880493
Iteration 1651, Abs net weight: 0.14662979543209076
Iteration 1652, Abs net weight: 0.14668484032154083
Iteration 1653, Abs net weight: 0.14673274755477905
Iteration 1654, Abs net weight: 0.14678287506103516
Iteration 1655, Abs net weight: 0.1468457579612732
Iteration 1656, Abs net weight: 0.14689940214157104
Iteration 1657, Abs net weight: 0.14694027602672577
Iteration 1658, Abs net weight: 0.14697492122650146
Iteration 1659, Abs net weight: 0.14701060950756073
Iteration 1660, Abs net weight: 0.14708584547042847
Iteration 1661, Abs net weight: 0.14716976881027222
Iteration 1662, Abs net weight: 0.14724200963974
Iteration 1663, Abs net weight: 0.1472909301519394
Iteration 1664, Abs net weight: 0.14733080565929413
Iteration 1665, Abs net weight: 0.14737166464328766
Iteration 1666, Abs net weight: 0.1474122554063797
Iteration 1667, Abs net weight: 0.1474732905626297
Iteration 1668, Abs net weight: 0.14752212166786194
Iteration 1669, Abs net weight: 0.14756864309310913
Iteration 1670, Abs net weight: 0.1476190835237503
Iteration 1671, Abs net weight: 0.14764930307865143
Iteration 1672, Abs net weight: 0.1476879119873047
Iteration 1673, Abs net weight: 0.14772911369800568
Iteration 1674, Abs net weight: 0.1477905958890915
Iteration 1675, Abs net weight: 0.14782091975212097
Iteration 1676, Abs net weight: 0.14784979820251465
Iteration 1677, Abs net weight: 0.14788411557674408
Iteration 1678, Abs net weight: 0.14792877435684204
Iteration 1679, Abs net weight: 0.14795510470867157
Iteration 1680, Abs net weight: 0.14798574149608612
Iteration 1681, Abs net weight: 0.14802755415439606
Iteration 1682, Abs net weight: 0.14806567132472992
Iteration 1683, Abs net weight: 0.14811155200004578
Iteration 1684, Abs net weight: 0.14815281331539154
Iteration 1685, Abs net weight: 0.14821051061153412
Iteration 1686, Abs net weight: 0.14825426042079926
Iteration 1687, Abs net weight: 0.14832711219787598
Iteration 1688, Abs net weight: 0.14837190508842468
Iteration 1689, Abs net weight: 0.1484193354845047
Iteration 1690, Abs net weight: 0.14845213294029236
Iteration 1691, Abs net weight: 0.14851823449134827
Iteration 1692, Abs net weight: 0.148562490940094
Iteration 1693, Abs net weight: 0.14859795570373535
Iteration 1694, Abs net weight: 0.148654967546463
Iteration 1695, Abs net weight: 0.1487054079771042
Iteration 1696, Abs net weight: 0.1487538069486618
Iteration 1697, Abs net weight: 0.1488114446401596
Iteration 1698, Abs net weight: 0.14886780083179474
Iteration 1699, Abs net weight: 0.1489301174879074
Iteration 1700, Abs net weight: 0.14898043870925903
Iteration 1701, Abs net weight: 0.1490313857793808
Iteration 1702, Abs net weight: 0.14908809959888458
Iteration 1703, Abs net weight: 0.14914751052856445
Iteration 1704, Abs net weight: 0.14920450747013092
Iteration 1705, Abs net weight: 0.14926861226558685
Iteration 1706, Abs net weight: 0.14930853247642517
Iteration 1707, Abs net weight: 0.14936524629592896
Iteration 1708, Abs net weight: 0.14940299093723297
Iteration 1709, Abs net weight: 0.14944647252559662
Iteration 1710, Abs net weight: 0.14949820935726166
Iteration 1711, Abs net weight: 0.14953318238258362
Iteration 1712, Abs net weight: 0.14958275854587555
Iteration 1713, Abs net weight: 0.14963312447071075
Iteration 1714, Abs net weight: 0.14967948198318481
Iteration 1715, Abs net weight: 0.14974451065063477
Iteration 1716, Abs net weight: 0.14978699386119843
Iteration 1717, Abs net weight: 0.14983710646629333
Iteration 1718, Abs net weight: 0.1498822271823883
